precise_ID,sample_id,study,project,condition,rep_id,Biological Replicates,run_date,Strain Description,Strain,Base Media,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Supplement,Temperature (C),pH,Antibiotic for selection,Culture Type,Time in phase [h],Evolved Sample,Isolate Type,Sequencing Machine,Additional Details,DOI,GEO,Published,SRX,Run,LibraryLayout,Platform,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_replicate_correlations
DDB_0058,RiboRid1_1DDB_PD_003_AMBR_R9_S03_RNA,DDB_PD_003_AMBR,ddb_pd_003,[DDB_PD_003]_[DDB7_RiboRid]_[Batch]_[0h],1,2,07/07/2020,Escherichia coli BW25113,DDB7,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_003:[DDB_PD_003]_[DDB7_RiboRid]_[Batch]_[0h],TRUE
DDB_0059,RiboRid2_1DDB_PD_003_AMBR_R9_S03_RNA,DDB_PD_003_AMBR,ddb_pd_003,[DDB_PD_003]_[DDB7_RiboRid]_[Batch]_[0h],2,2,07/07/2020,Escherichia coli BW25113,DDB7,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_003:[DDB_PD_003]_[DDB7_RiboRid]_[Batch]_[0h],TRUE
DDB_0060,RiboZero1_1DDB_PD_003_AMBR_R9_S03_RNA,DDB_PD_003_AMBR,ddb_pd_003,[DDB_PD_003]_[DDB7_RiboZero]_[Batch]_[0h],1,4,07/07/2020,Escherichia coli BW25113,DDB7,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_003:[DDB_PD_003]_[DDB7_RiboZero]_[Batch]_[0h],TRUE
DDB_0061,RiboZero7_1DDB_PD_003_AMBR_R9_S03_RNA,DDB_PD_003_AMBR,ddb_pd_003,[DDB_PD_003]_[DDB7_RiboZero]_[Batch]_[0h],1,4,07/07/2020,Escherichia coli BW25113,DDB7,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_003:[DDB_PD_003]_[DDB7_RiboZero]_[Batch]_[0h],TRUE
DDB_0062,RiboZero2_1DDB_PD_003_AMBR_R9_S03_RNA,DDB_PD_003_AMBR,ddb_pd_003,[DDB_PD_003]_[DDB7_RiboZero]_[Batch]_[0h],2,4,07/07/2020,Escherichia coli BW25113,DDB7,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_003:[DDB_PD_003]_[DDB7_RiboZero]_[Batch]_[0h],TRUE
DDB_0063,RiboZero8_1DDB_PD_003_AMBR_R9_S03_RNA,DDB_PD_003_AMBR,ddb_pd_003,[DDB_PD_003]_[DDB7_RiboZero]_[Batch]_[0h],2,4,07/07/2020,Escherichia coli BW25113,DDB7,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_003:[DDB_PD_003]_[DDB7_RiboZero]_[Batch]_[0h],TRUE
DDB_0064,DDB_PD_003_AMBR_R10__S03_RNA,DDB_PD_003_AMBR,ddb_pd_003,[DDB_PD_003]_[DDB7_WT]_[Batch]_[0h],2,2,07/07/2020,Escherichia coli BW25113,DDB7,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_003:[DDB_PD_003]_[DDB7_WT]_[Batch]_[0h],TRUE
DDB_0065,DDB_PD_003_AMBR_R10__S07_RNA,DDB_PD_003_AMBR,ddb_pd_003,[DDB_PD_003]_[DDB7_WT]_[Fed-batch]_[6h],2,2,07/07/2020,Escherichia coli BW25113,DDB7,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,6,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_003:[DDB_PD_003]_[DDB7_WT]_[Fed-batch]_[6h],TRUE
DDB_0066,DDB_PD_003_AMBR_R9__S07_RNA,DDB_PD_003_AMBR,ddb_pd_003,[DDB_PD_003]_[DDB7_WT]_[Fed-batch]_[6h],1,2,07/07/2020,Escherichia coli BW25113,DDB7,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,6,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_003:[DDB_PD_003]_[DDB7_WT]_[Fed-batch]_[6h],TRUE
DDB_0067,NEB3_9DDB_PD_003_AMBR_R9_S07_RNA,DDB_PD_003_AMBR,ddb_pd_003,[DDB_PD_003]_[DDB7_NEB]_[Fed-batch]_[6h],1,2,07/07/2020,Escherichia coli BW25113,DDB7,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,6,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_003:[DDB_PD_003]_[DDB7_NEB]_[Fed-batch]_[6h],TRUE
DDB_0068,NEB4_9DDB_PD_003_AMBR_R9_S07_RNA,DDB_PD_003_AMBR,ddb_pd_003,[DDB_PD_003]_[DDB7_NEB]_[Fed-batch]_[6h],2,2,07/07/2020,Escherichia coli BW25113,DDB7,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,6,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_003:[DDB_PD_003]_[DDB7_NEB]_[Fed-batch]_[6h],TRUE
DDB_0069,Qiagen3_9DDB_PD_003_AMBR_R9_S07_RNA,DDB_PD_003_AMBR,ddb_pd_003,[DDB_PD_003]_[DDB7_Qiagen]_[Fed-batch]_[6h],1,2,07/07/2020,Escherichia coli BW25113,DDB7,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,6,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_003:[DDB_PD_003]_[DDB7_Qiagen]_[Fed-batch]_[6h],TRUE
DDB_0070,Qiagen4_9DDB_PD_003_AMBR_R9_S07_RNA,DDB_PD_003_AMBR,ddb_pd_003,[DDB_PD_003]_[DDB7_Qiagen]_[Fed-batch]_[6h],2,2,07/07/2020,Escherichia coli BW25113,DDB7,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,6,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_003:[DDB_PD_003]_[DDB7_Qiagen]_[Fed-batch]_[6h],TRUE
DDB_0071,RiboRid3_9DDB_PD_003_AMBR_R9_S07_RNA,DDB_PD_003_AMBR,ddb_pd_003,[DDB_PD_003]_[DDB7_RiboRid]_[Fed-batch]_[6h],1,2,07/07/2020,Escherichia coli BW25113,DDB7,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,6,,,,,,,,,,PAIRED,ILLUMINA,TRUE,FALSE,TRUE,TRUE,ddb_pd_003:[DDB_PD_003]_[DDB7_RiboRid]_[Fed-batch]_[6h],TRUE
DDB_0072,RiboRid4_9DDB_PD_003_AMBR_R9_S07_RNA,DDB_PD_003_AMBR,ddb_pd_003,[DDB_PD_003]_[DDB7_RiboRid]_[Fed-batch]_[6h],2,2,07/07/2020,Escherichia coli BW25113,DDB7,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,6,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_003:[DDB_PD_003]_[DDB7_RiboRid]_[Fed-batch]_[6h],TRUE
DDB_0073,RiboZero3_9DDB_PD_003_AMBR_R9_S07_RNA,DDB_PD_003_AMBR,ddb_pd_003,[DDB_PD_003]_[DDB7_RiboZero]_[Fed-batch]_[6h],1,4,07/07/2020,Escherichia coli BW25113,DDB7,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,6,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_003:[DDB_PD_003]_[DDB7_RiboZero]_[Fed-batch]_[6h],TRUE
DDB_0074,RiboZero9_9DDB_PD_003_AMBR_R9_S07_RNA,DDB_PD_003_AMBR,ddb_pd_003,[DDB_PD_003]_[DDB7_RiboZero]_[Fed-batch]_[6h],1,4,07/07/2020,Escherichia coli BW25113,DDB7,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,6,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_003:[DDB_PD_003]_[DDB7_RiboZero]_[Fed-batch]_[6h],TRUE
DDB_0075,RiboZero10_9DDB_PD_003_AMBR_R9_S07_RNA,DDB_PD_003_AMBR,ddb_pd_003,[DDB_PD_003]_[DDB7_RiboZero]_[Fed-batch]_[6h],2,4,07/07/2020,Escherichia coli BW25113,DDB7,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,6,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_003:[DDB_PD_003]_[DDB7_RiboZero]_[Fed-batch]_[6h],TRUE
DDB_0076,RiboZero4_9DDB_PD_003_AMBR_R9_S07_RNA,DDB_PD_003_AMBR,ddb_pd_003,[DDB_PD_003]_[DDB7_RiboZero]_[Fed-batch]_[6h],2,4,07/07/2020,Escherichia coli BW25113,DDB7,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,6,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_003:[DDB_PD_003]_[DDB7_RiboZero]_[Fed-batch]_[6h],TRUE
DDB_0077,DDB_PD_003_AMBR_R10__S12_RNA,DDB_PD_003_AMBR,ddb_pd_003,[DDB_PD_003]_[DDB7_WT]_[Fed-batch]_[21h],2,2,07/07/2020,Escherichia coli BW25113,DDB7,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,21,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_003:[DDB_PD_003]_[DDB7_WT]_[Fed-batch]_[21h],TRUE
DDB_0078,DDB_PD_003_AMBR_R9__S12_RNAseq,DDB_PD_003_AMBR,ddb_pd_003,[DDB_PD_003]_[DDB7_WT]_[Fed-batch]_[21h],1,2,07/07/2020,Escherichia coli BW25113,DDB7,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,21,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_003:[DDB_PD_003]_[DDB7_WT]_[Fed-batch]_[21h],TRUE
DDB_0079,NEB5_17DDB_PD_003_AMBR_R9_S12_RNA,DDB_PD_003_AMBR,ddb_pd_003,[DDB_PD_003]_[DDB7_NEB]_[Fed-batch]_[21h],1,2,07/07/2020,Escherichia coli BW25113,DDB7,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,21,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_003:[DDB_PD_003]_[DDB7_NEB]_[Fed-batch]_[21h],TRUE
DDB_0080,NEB6_17DDB_PD_003_AMBR_R9_S12_RNA,DDB_PD_003_AMBR,ddb_pd_003,[DDB_PD_003]_[DDB7_NEB]_[Fed-batch]_[21h],2,2,07/07/2020,Escherichia coli BW25113,DDB7,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,21,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_003:[DDB_PD_003]_[DDB7_NEB]_[Fed-batch]_[21h],TRUE
DDB_0081,RiboRid5_17DDB_PD_003_AMBR_R9_S12_RNA,DDB_PD_003_AMBR,ddb_pd_003,[DDB_PD_003]_[DDB7_RiboRid]_[Fed-batch]_[21h],1,2,07/07/2020,Escherichia coli BW25113,DDB7,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,21,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_003:[DDB_PD_003]_[DDB7_RiboRid]_[Fed-batch]_[21h],TRUE
DDB_0082,RiboRid6_17DDB_PD_003_AMBR_R9_S12_RNA,DDB_PD_003_AMBR,ddb_pd_003,[DDB_PD_003]_[DDB7_RiboRid]_[Fed-batch]_[21h],2,2,07/07/2020,Escherichia coli BW25113,DDB7,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,21,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_003:[DDB_PD_003]_[DDB7_RiboRid]_[Fed-batch]_[21h],TRUE
DDB_0083,RiboZero11_17DDB_PD_003_AMBR_R9_S12_RNA,DDB_PD_003_AMBR,ddb_pd_003,[DDB_PD_003]_[DDB7_RiboZero]_[Fed-batch]_[21h],1,4,07/07/2020,Escherichia coli BW25113,DDB7,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,21,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_003:[DDB_PD_003]_[DDB7_RiboZero]_[Fed-batch]_[21h],TRUE
DDB_0084,RiboZero5_17DDB_PD_003_AMBR_R9_S12_RNA,DDB_PD_003_AMBR,ddb_pd_003,[DDB_PD_003]_[DDB7_RiboZero]_[Fed-batch]_[21h],1,4,07/07/2020,Escherichia coli BW25113,DDB7,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,21,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_003:[DDB_PD_003]_[DDB7_RiboZero]_[Fed-batch]_[21h],TRUE
DDB_0085,RiboZero12_17DDB_PD_003_AMBR_R9_S12_RNA,DDB_PD_003_AMBR,ddb_pd_003,[DDB_PD_003]_[DDB7_RiboZero]_[Fed-batch]_[21h],2,4,07/07/2020,Escherichia coli BW25113,DDB7,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,21,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_003:[DDB_PD_003]_[DDB7_RiboZero]_[Fed-batch]_[21h],TRUE
DDB_0086,RiboZero6_17DDB_PD_003_AMBR_R9_S12_RNA,DDB_PD_003_AMBR,ddb_pd_003,[DDB_PD_003]_[DDB7_RiboZero]_[Fed-batch]_[21h],2,4,07/07/2020,Escherichia coli BW25113,DDB7,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,21,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_003:[DDB_PD_003]_[DDB7_RiboZero]_[Fed-batch]_[21h],TRUE
DDB_0087,DDB_PD_003_AMBR_R21__S03_RNA,DDB_PD_003_AMBR,ddb_pd_003,[DDB_PD_003]_[DDB15_del_phoB]_[Batch]_[0h],1,2,07/07/2020,Escherichia coli BW25113,DDB15,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_003:[DDB_PD_003]_[DDB15_del_phoB]_[Batch]_[0h],TRUE
DDB_0088,DDB_PD_003_AMBR_R22__S03_RNA,DDB_PD_003_AMBR,ddb_pd_003,[DDB_PD_003]_[DDB15_del_phoB]_[Batch]_[0h],2,2,07/07/2020,Escherichia coli BW25113,DDB15,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_003:[DDB_PD_003]_[DDB15_del_phoB]_[Batch]_[0h],TRUE
DDB_0089,DDB_PD_003_AMBR_R22__S07_RNA,DDB_PD_003_AMBR,ddb_pd_003,[DDB_PD_003]_[DDB15_del_phoB]_[Fed-batch]_[6h],2,2,07/07/2020,Escherichia coli BW25113,DDB15,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,6,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_003:[DDB_PD_003]_[DDB15_del_phoB]_[Fed-batch]_[6h],TRUE
DDB_0090,DDB_PD_003_AMBR_R21__S07_RNA,DDB_PD_003_AMBR,ddb_pd_003,[DDB_PD_003]_[DDB15_del_phoB]_[Fed-batch]_[6h],1,2,07/07/2020,Escherichia coli BW25113,DDB15,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,6,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_003:[DDB_PD_003]_[DDB15_del_phoB]_[Fed-batch]_[6h],TRUE
DDB_0091,DDB_PD_003_AMBR_R22__S12_RNA,DDB_PD_003_AMBR,ddb_pd_003,[DDB_PD_003]_[DDB15_del_phoB]_[Fed-batch]_[21h],2,2,07/07/2020,Escherichia coli BW25113,DDB15,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,21,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_003:[DDB_PD_003]_[DDB15_del_phoB]_[Fed-batch]_[21h],TRUE
DDB_0092,DDB_PD_003_AMBR_R21__S12_RNA,DDB_PD_003_AMBR,ddb_pd_003,[DDB_PD_003]_[DDB15_del_phoB]_[Fed-batch]_[21h],1,2,07/07/2020,Escherichia coli BW25113,DDB15,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,21,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_003:[DDB_PD_003]_[DDB15_del_phoB]_[Fed-batch]_[21h],TRUE
DDB_0093,DDB_PD_003_AMBR_R15__S03_RNA,DDB_PD_003_AMBR,ddb_pd_003,[DDB_PD_003]_[DDB12_del_qseF]_[Batch]_[0h],1,2,07/07/2020,Escherichia coli BW25113,DDB12,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_003:[DDB_PD_003]_[DDB12_del_qseF]_[Batch]_[0h],TRUE
DDB_0094,DDB_PD_003_AMBR_R16__S03_RNA,DDB_PD_003_AMBR,ddb_pd_003,[DDB_PD_003]_[DDB12_del_qseF]_[Batch]_[0h],2,2,07/07/2020,Escherichia coli BW25113,DDB12,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_003:[DDB_PD_003]_[DDB12_del_qseF]_[Batch]_[0h],TRUE
DDB_0095,DDB_PD_003_AMBR_R16__S07_RNA,DDB_PD_003_AMBR,ddb_pd_003,[DDB_PD_003]_[DDB12_del_qseF]_[Fed-batch]_[6h],2,3,07/07/2020,Escherichia coli BW25113,DDB12,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,6,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_003:[DDB_PD_003]_[DDB12_del_qseF]_[Fed-batch]_[6h],TRUE
DDB_0097,DDB_PD_003_AMBR_R15__S07_RNAseq,DDB_PD_003_AMBR,ddb_pd_003,[DDB_PD_003]_[DDB12_del_qseF]_[Fed-batch]_[6h],1,3,07/07/2020,Escherichia coli BW25113,DDB12,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,6,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_003:[DDB_PD_003]_[DDB12_del_qseF]_[Fed-batch]_[6h],TRUE
DDB_0098,DDB_PD_003_AMBR_R16__S12_RNA,DDB_PD_003_AMBR,ddb_pd_003,[DDB_PD_003]_[DDB12_del_qseF]_[Fed-batch]_[21h],2,2,07/07/2020,Escherichia coli BW25113,DDB12,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,21,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_003:[DDB_PD_003]_[DDB12_del_qseF]_[Fed-batch]_[21h],TRUE
DDB_0099,DDB_PD_003_AMBR_R15__S12_RNA,DDB_PD_003_AMBR,ddb_pd_003,[DDB_PD_003]_[DDB12_del_qseF]_[Fed-batch]_[21h],1,2,07/07/2020,Escherichia coli BW25113,DDB12,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,21,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_003:[DDB_PD_003]_[DDB12_del_qseF]_[Fed-batch]_[21h],TRUE
DDB_0100,DDB_PD_004_AMBR_R2__S02_RNAseq,DDB_PD_004_AMBR,ddb_pd_004,[DDB_PD_004]_[DDB14_del_basS]_[Batch]_[0h],1,2,28/07/2020,Escherichia coli BW25113,DDB14,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_004:[DDB_PD_004]_[DDB14_del_basS]_[Batch]_[0h],TRUE
DDB_0101,DDB_PD_004_AMBR_R7__S02_RNAseq,DDB_PD_004_AMBR,ddb_pd_004,[DDB_PD_004]_[DDB14_del_basS]_[Batch]_[0h],2,2,28/07/2020,Escherichia coli BW25113,DDB14,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_004:[DDB_PD_004]_[DDB14_del_basS]_[Batch]_[0h],TRUE
DDB_0103,DDB_PD_004_AMBR_R7__S07_RNAseq2,DDB_PD_004_AMBR,ddb_pd_004,[DDB_PD_004]_[DDB14_del_basS]_[Fed-batch]_[6h],2,3,28/07/2020,Escherichia coli BW25113,DDB14,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,6,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_004:[DDB_PD_004]_[DDB14_del_basS]_[Fed-batch]_[6h],TRUE
DDB_0104,DDB_PD_004_AMBR_R2__S07_RNAseq,DDB_PD_004_AMBR,ddb_pd_004,[DDB_PD_004]_[DDB14_del_basS]_[Fed-batch]_[6h],1,3,28/07/2020,Escherichia coli BW25113,DDB14,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,6,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_004:[DDB_PD_004]_[DDB14_del_basS]_[Fed-batch]_[6h],TRUE
DDB_0105,DDB_PD_004_AMBR_R7__S10_RNAseq,DDB_PD_004_AMBR,ddb_pd_004,[DDB_PD_004]_[DDB14_del_basS]_[Fed-batch]_[15h],2,2,28/07/2020,Escherichia coli BW25113,DDB14,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,15,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_004:[DDB_PD_004]_[DDB14_del_basS]_[Fed-batch]_[15h],TRUE
DDB_0106,DDB_PD_004_AMBR_R2__S10_RNAseq,DDB_PD_004_AMBR,ddb_pd_004,[DDB_PD_004]_[DDB14_del_basS]_[Fed-batch]_[15h],1,2,28/07/2020,Escherichia coli BW25113,DDB14,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,15,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_004:[DDB_PD_004]_[DDB14_del_basS]_[Fed-batch]_[15h],TRUE
DDB_0107,DDB_PD_004_AMBR_R3__S02_RNAseq,DDB_PD_004_AMBR,ddb_pd_004,[DDB_PD_004]_[DDB13_del_kdpE]_[Batch]_[0h],1,2,28/07/2020,Escherichia coli BW25113,DDB13,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_004:[DDB_PD_004]_[DDB13_del_kdpE]_[Batch]_[0h],TRUE
DDB_0108,DDB_PD_004_AMBR_R4__S02_RNAseq,DDB_PD_004_AMBR,ddb_pd_004,[DDB_PD_004]_[DDB13_del_kdpE]_[Batch]_[0h],2,2,28/07/2020,Escherichia coli BW25113,DDB13,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_004:[DDB_PD_004]_[DDB13_del_kdpE]_[Batch]_[0h],TRUE
DDB_0109,DDB_PD_004_AMBR_R3__S07_RNAseq,DDB_PD_004_AMBR,ddb_pd_004,[DDB_PD_004]_[DDB13_del_kdpE]_[Fed-batch]_[6h],1,2,28/07/2020,Escherichia coli BW25113,DDB13,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,6,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_004:[DDB_PD_004]_[DDB13_del_kdpE]_[Fed-batch]_[6h],TRUE
DDB_0110,DDB_PD_004_AMBR_R4__S07_RNAseq,DDB_PD_004_AMBR,ddb_pd_004,[DDB_PD_004]_[DDB13_del_kdpE]_[Fed-batch]_[6h],2,2,28/07/2020,Escherichia coli BW25113,DDB13,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,6,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_004:[DDB_PD_004]_[DDB13_del_kdpE]_[Fed-batch]_[6h],TRUE
