precise_ID,sample_id,study,project,condition,rep_id,Biological Replicates,run_date,Strain Description,Strain,Base Media,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Supplement,Temperature (C),pH,Antibiotic for selection,Culture Type,Time in phase [h],Evolved Sample,Isolate Type,Sequencing Machine,Additional Details,DOI,GEO,Published,SRX,Run,LibraryLayout,Platform
DDB_0221,DDB_PD_022_30L_R40__S11_RNAseq,DDB_PD_022_30L,ddb_pd_022,[DDB_PD_022]_[HMP3427_crash_30L]_[Fed-batch]_[12h],1,1,02/09/2021,Escherichia coli HMP30,HMP3427,DDB_BM_001_Kan,glucose(4),NH4Cl(1),O2,DDB_TM_001_Kan,,30,6.5,,30L,12,,,,,,,,,,PAIRED,ILLUMINA
DDB_0222,DDB_PD_036_AMBR_R15_S02_RNA_seq,DDB_PD_023_AMBR,ddb_pd_036,[DDB_PD_036]_[SDT107_ZnCtrl]_[Batch]_[0h],1,1,24/04/2021,Escherichia coli BW25113,SDT107,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0223,DDB_PD_036_AMBR_R16_S10_RNA_seq,DDB_PD_023_AMBR,ddb_pd_036,[DDB_PD_036]_[SDT107_ZnCtrl]_[Fed-batch]_[16h],2,2,24/04/2021,Escherichia coli BW25113,SDT107,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,16,,,,,,,,,,PAIRED,ILLUMINA
DDB_0224,DDB_PD_036_AMBR_R15_S10_RNA_seq,DDB_PD_023_AMBR,ddb_pd_036,[DDB_PD_036]_[SDT107_ZnCtrl]_[Fed-batch]_[16h],1,2,24/04/2021,Escherichia coli BW25113,SDT107,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,16,,,,,,,,,,PAIRED,ILLUMINA
DDB_0225,DDB_PD_036_AMBR_R13_S02_RNA_seq,DDB_PD_023_AMBR,ddb_pd_036,[DDB_PD_036]_[DDB35_ZnCtrl]_[Batch]_[0h],1,2,24/04/2021,Escherichia coli BW25113,DDB35,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0226,DDB_PD_036_AMBR_R14_S02_RNA_seq,DDB_PD_023_AMBR,ddb_pd_036,[DDB_PD_036]_[DDB35_ZnCtrl]_[Batch]_[0h],2,2,24/04/2021,Escherichia coli BW25113,DDB35,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0227,DDB_PD_036_AMBR_R14_S10_RNA_seq,DDB_PD_023_AMBR,ddb_pd_036,[DDB_PD_036]_[DDB35_ZnCtrl]_[Fed-batch]_[16h],2,2,24/04/2021,Escherichia coli BW25113,DDB35,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,16,,,,,,,,,,PAIRED,ILLUMINA
DDB_0228,DDB_PD_036_AMBR_R13_S10_RNA_seq,DDB_PD_023_AMBR,ddb_pd_036,[DDB_PD_036]_[DDB35_ZnCtrl]_[Fed-batch]_[16h],1,2,24/04/2021,Escherichia coli BW25113,DDB35,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,16,,,,,,,,,,PAIRED,ILLUMINA
DDB_0229,DDB_PD_023_AMBR_R1__S02_RNAseq,DDB_PD_023_AMBR,ddb_pd_023,[DDB_PD_023]_[DDB16_ZnCtrl]_[Batch]_[0h],1,2,10/02/2021,Escherichia coli K-12 MG1655,DDB16,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0230,DDB_PD_023_AMBR_R2__S02_RNAseq,DDB_PD_023_AMBR,ddb_pd_023,[DDB_PD_023]_[DDB16_ZnCtrl]_[Batch]_[0h],2,2,10/02/2021,Escherichia coli K-12 MG1655,DDB16,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0231,DDB_PD_023_AMBR_R3__S02_RNAseq,DDB_PD_023_AMBR,ddb_pd_023,[DDB_PD_023]_[DDB16_ZnHigh]_[Batch]_[0h],1,2,10/02/2021,Escherichia coli K-12 MG1655,DDB16,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0232,DDB_PD_023_AMBR_R4__S02_RNAseq,DDB_PD_023_AMBR,ddb_pd_023,[DDB_PD_023]_[DDB16_ZnHigh]_[Batch]_[0h],2,2,10/02/2021,Escherichia coli K-12 MG1655,DDB16,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0233,DDB_PD_023_AMBR_R2__S07_RNAseq,DDB_PD_023_AMBR,ddb_pd_023,[DDB_PD_023]_[DDB16_ZnCtrl]_[Fed-batch]_[6h],2,2,10/02/2021,Escherichia coli K-12 MG1655,DDB16,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,6,,,,,,,,,,PAIRED,ILLUMINA
DDB_0234,DDB_PD_023_AMBR_R1__S07_RNAseq,DDB_PD_023_AMBR,ddb_pd_023,[DDB_PD_023]_[DDB16_ZnCtrl]_[Fed-batch]_[6h],1,2,10/02/2021,Escherichia coli K-12 MG1655,DDB16,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,6,,,,,,,,,,PAIRED,ILLUMINA
DDB_0235,DDB_PD_023_AMBR_R3__S07_RNAseq,DDB_PD_023_AMBR,ddb_pd_023,[DDB_PD_023]_[DDB16_ZnHigh]_[Fed-batch]_[6h],1,2,10/02/2021,Escherichia coli K-12 MG1655,DDB16,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,6,,,,,,,,,,PAIRED,ILLUMINA
DDB_0236,DDB_PD_023_AMBR_R4__S07_RNAseq,DDB_PD_023_AMBR,ddb_pd_023,[DDB_PD_023]_[DDB16_ZnHigh]_[Fed-batch]_[6h],2,2,10/02/2021,Escherichia coli K-12 MG1655,DDB16,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,6,,,,,,,,,,PAIRED,ILLUMINA
DDB_0237,DDB_PD_023_AMBR_R1__S10_RNAseq,DDB_PD_023_AMBR,ddb_pd_023,[DDB_PD_023]_[DDB16_ZnCtrl]_[Fed-batch]_[15h],1,2,10/02/2021,Escherichia coli K-12 MG1655,DDB16,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,15,,,,,,,,,,PAIRED,ILLUMINA
DDB_0238,DDB_PD_023_AMBR_R2__S10_RNAseq,DDB_PD_023_AMBR,ddb_pd_023,[DDB_PD_023]_[DDB16_ZnCtrl]_[Fed-batch]_[15h],2,2,10/02/2021,Escherichia coli K-12 MG1655,DDB16,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,15,,,,,,,,,,PAIRED,ILLUMINA
DDB_0239,DDB_PD_023_AMBR_R3__S10_RNAseq,DDB_PD_023_AMBR,ddb_pd_023,[DDB_PD_023]_[DDB16_ZnHigh]_[Fed-batch]_[15h],1,2,10/02/2021,Escherichia coli K-12 MG1655,DDB16,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,15,,,,,,,,,,PAIRED,ILLUMINA
DDB_0240,DDB_PD_023_AMBR_R4__S10_RNAseq,DDB_PD_023_AMBR,ddb_pd_023,[DDB_PD_023]_[DDB16_ZnHigh]_[Fed-batch]_[15h],2,2,10/02/2021,Escherichia coli K-12 MG1655,DDB16,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,15,,,,,,,,,,PAIRED,ILLUMINA
DDB_0241,DDB_PD_036_AMBR_R19_S02_RNA_seq,DDB_PD_036_AMBR,ddb_pd_036,[DDB_PD_036]_[SDT107_ZnHigh]_[Batch]_[0h],1,2,24/04/2021,Escherichia coli BW25113,SDT107,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0242,DDB_PD_036_AMBR_R20_S02_RNA_seq,DDB_PD_036_AMBR,ddb_pd_036,[DDB_PD_036]_[SDT107_ZnHigh]_[Batch]_[0h],2,2,24/04/2021,Escherichia coli BW25113,SDT107,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0243,DDB_PD_036_AMBR_R24_S02_RNA_seq,DDB_PD_036_AMBR,ddb_pd_036,[DDB_PD_036]_[SDT107_ZnLow]_[Batch]_[0h],2,2,24/04/2021,Escherichia coli BW25113,SDT107,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0244,DDB_PD_036_AMBR_R19_S10_RNA_seq,DDB_PD_036_AMBR,ddb_pd_036,[DDB_PD_036]_[SDT107_ZnHigh]_[Fed-batch]_[16h],1,2,24/04/2021,Escherichia coli BW25113,SDT107,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,16,,,,,,,,,,PAIRED,ILLUMINA
DDB_0245,DDB_PD_036_AMBR_R20_S10_RNA_seq,DDB_PD_036_AMBR,ddb_pd_036,[DDB_PD_036]_[SDT107_ZnHigh]_[Fed-batch]_[16h],2,2,24/04/2021,Escherichia coli BW25113,SDT107,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,16,,,,,,,,,,PAIRED,ILLUMINA
DDB_0246,DDB_PD_036_AMBR_R23_S02_RNA_seq,DDB_PD_036_AMBR,ddb_pd_036,[DDB_PD_036]_[SDT107_ZnLow]_[Batch]_[0h],1,2,24/04/2021,Escherichia coli BW25113,SDT107,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0247,DDB_PD_036_AMBR_R23_S07_RNA_seq,DDB_PD_036_AMBR,ddb_pd_036,[DDB_PD_036]_[SDT107_ZnLow]_[Fed-batch]_[6h],1,1,24/04/2021,Escherichia coli BW25113,SDT107,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,6,,,,,,,,,,PAIRED,ILLUMINA
DDB_0248,DDB_PD_036_AMBR_R17_S02_RNA_seq,DDB_PD_036_AMBR,ddb_pd_036,[DDB_PD_036]_[DDB35_ZnHigh]_[Batch]_[0h],1,2,24/04/2021,Escherichia coli BW25113,DDB35,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0249,DDB_PD_036_AMBR_R18_S02_RNA_seq,DDB_PD_036_AMBR,ddb_pd_036,[DDB_PD_036]_[DDB35_ZnHigh]_[Batch]_[0h],2,2,24/04/2021,Escherichia coli BW25113,DDB35,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0250,DDB_PD_036_AMBR_R21_S02_RNA_seq,DDB_PD_036_AMBR,ddb_pd_036,[DDB_PD_036]_[DDB35_ZnLow]_[Batch]_[0h],1,2,24/04/2021,Escherichia coli BW25113,DDB35,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0251,DDB_PD_036_AMBR_R22_S02_RNA_seq,DDB_PD_036_AMBR,ddb_pd_036,[DDB_PD_036]_[DDB35_ZnLow]_[Batch]_[0h],2,2,24/04/2021,Escherichia coli BW25113,DDB35,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0252,DDB_PD_036_AMBR_R22_S07_RNA_seq,DDB_PD_036_AMBR,ddb_pd_036,[DDB_PD_036]_[DDB35_ZnLow]_[Fed-batch]_[6h],2,2,24/04/2021,Escherichia coli BW25113,DDB35,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,6,,,,,,,,,,PAIRED,ILLUMINA
DDB_0253,DDB_PD_036_AMBR_R21_S07_RNA_seq,DDB_PD_036_AMBR,ddb_pd_036,[DDB_PD_036]_[DDB35_ZnLow]_[Fed-batch]_[6h],1,2,24/04/2021,Escherichia coli BW25113,DDB35,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,6,,,,,,,,,,PAIRED,ILLUMINA
DDB_0254,DDB_PD_036_AMBR_R17_S10_RNA_seq,DDB_PD_036_AMBR,ddb_pd_036,[DDB_PD_036]_[DDB35_ZnHigh]_[Fed-batch]_[16h],1,2,24/04/2021,Escherichia coli BW25113,DDB35,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,16,,,,,,,,,,PAIRED,ILLUMINA
DDB_0255,DDB_PD_036_AMBR_R18_S10_RNA_seq,DDB_PD_036_AMBR,ddb_pd_036,[DDB_PD_036]_[DDB35_ZnHigh]_[Fed-batch]_[16h],2,2,24/04/2021,Escherichia coli BW25113,DDB35,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,16,,,,,,,,,,PAIRED,ILLUMINA
DDB_0256,DDB_PD_038_AMBR_R7_S03_RNA_seq,DDB_PD_038_AMBR,ddb_pd_038,[DDB_PD_038]_[SDT122_WT]_[Batch]_[0h],1,2,26/04/2021,Escherichia coli K-12 MG1655,SDT122,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0257,DDB_PD_038_AMBR_R8_S03_RNA_seq,DDB_PD_038_AMBR,ddb_pd_038,[DDB_PD_038]_[SDT122_WT]_[Batch]_[0h],2,2,26/04/2021,Escherichia coli K-12 MG1655,SDT122,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0258,DDB_PD_038_AMBR_R7_S07_RNA_seq,DDB_PD_038_AMBR,ddb_pd_038,[DDB_PD_038]_[SDT122_WT]_[Fed-batch]_[3h],1,2,26/04/2021,Escherichia coli K-12 MG1655,SDT122,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,3,,,,,,,,,,PAIRED,ILLUMINA
DDB_0259,DDB_PD_038_AMBR_R8_S07_RNA_seq,DDB_PD_038_AMBR,ddb_pd_038,[DDB_PD_038]_[SDT122_WT]_[Fed-batch]_[3h],2,2,26/04/2021,Escherichia coli K-12 MG1655,SDT122,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,3,,,,,,,,,,PAIRED,ILLUMINA
DDB_0260,DDB_PD_038_AMBR_R7_S11_RNA_seq,DDB_PD_038_AMBR,ddb_pd_038,[DDB_PD_038]_[SDT122_WT]_[Fed-batch]_[13h],1,2,26/04/2021,Escherichia coli K-12 MG1655,SDT122,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,13,,,,,,,,,,PAIRED,ILLUMINA
DDB_0261,DDB_PD_038_AMBR_R8_S11_RNA_seq,DDB_PD_038_AMBR,ddb_pd_038,[DDB_PD_038]_[SDT122_WT]_[Fed-batch]_[13h],2,2,26/04/2021,Escherichia coli K-12 MG1655,SDT122,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,13,,,,,,,,,,PAIRED,ILLUMINA
DDB_0262,DDB_PD_038_AMBR_R9_S03_RNA_seq,DDB_PD_038_AMBR,ddb_pd_038,[DDB_PD_038]_[SDT158_GenRed]_[Batch]_[0h],1,2,26/04/2021,Escherichia coli SDT64,SDT158,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0263,DDB_PD_038_AMBR_R10_S03_RNA_seq,DDB_PD_038_AMBR,ddb_pd_038,[DDB_PD_038]_[SDT158_GenRed]_[Batch]_[0h],2,2,26/04/2021,Escherichia coli SDT64,SDT158,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0264,DDB_PD_038_AMBR_R10_S07_RNA_seq,DDB_PD_038_AMBR,ddb_pd_038,[DDB_PD_038]_[SDT158_GenRed]_[Fed-batch]_[3h],2,2,26/04/2021,Escherichia coli SDT64,SDT158,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,3,,,,,,,,,,PAIRED,ILLUMINA
DDB_0265,DDB_PD_038_AMBR_R9_S07_RNA_seq,DDB_PD_038_AMBR,ddb_pd_038,[DDB_PD_038]_[SDT158_GenRed]_[Fed-batch]_[3h],1,2,26/04/2021,Escherichia coli SDT64,SDT158,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,3,,,,,,,,,,PAIRED,ILLUMINA
DDB_0266,DDB_PD_038_AMBR_R11_S03_RNA_seq,DDB_PD_038_AMBR,ddb_pd_038,[DDB_PD_038]_[SDT162_GenRed]_[Batch]_[0h],1,2,26/04/2021,Escherichia coli SDT64,SDT162,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0267,DDB_PD_038_AMBR_R12_S03_RNA_seq,DDB_PD_038_AMBR,ddb_pd_038,[DDB_PD_038]_[SDT162_GenRed]_[Batch]_[0h],2,2,26/04/2021,Escherichia coli SDT64,SDT162,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0268,DDB_PD_038_AMBR_R12_S07_RNA_seq,DDB_PD_038_AMBR,ddb_pd_038,[DDB_PD_038]_[SDT162_GenRed]_[Fed-batch]_[3h],2,2,26/04/2021,Escherichia coli SDT64,SDT162,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,3,,,,,,,,,,PAIRED,ILLUMINA
DDB_0269,DDB_PD_038_AMBR_R11_S07_RNA_seq,DDB_PD_038_AMBR,ddb_pd_038,[DDB_PD_038]_[SDT162_GenRed]_[Fed-batch]_[3h],1,2,26/04/2021,Escherichia coli SDT64,SDT162,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,3,,,,,,,,,,PAIRED,ILLUMINA
DDB_0270,DDB_PD_038_AMBR_R12_S11_RNA_seq,DDB_PD_038_AMBR,ddb_pd_038,[DDB_PD_038]_[SDT162_GenRed]_[Fed-batch]_[13h],2,2,26/04/2021,Escherichia coli SDT64,SDT162,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,13,,,,,,,,,,PAIRED,ILLUMINA
DDB_0271,DDB_PD_038_AMBR_R11_S11_RNA_seq,DDB_PD_038_AMBR,ddb_pd_038,[DDB_PD_038]_[SDT162_GenRed]_[Fed-batch]_[13h],1,2,26/04/2021,Escherichia coli SDT64,SDT162,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,13,,,,,,,,,,PAIRED,ILLUMINA
DDB_0272,DDB_PD_038_AMBR_R5_S03_RNA_seq,DDB_PD_038_AMBR,ddb_pd_038,[DDB_PD_038]_[SDT64]_[Batch]_[0h],1,2,26/04/2021,Escherichia coli MS56,SDT64,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0273,DDB_PD_038_AMBR_R6_S03_RNA_seq,DDB_PD_038_AMBR,ddb_pd_038,[DDB_PD_038]_[SDT64]_[Batch]_[0h],2,2,26/04/2021,Escherichia coli MS56,SDT64,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0274,DDB_PD_038_AMBR_R5_S07_RNA_seq,DDB_PD_038_AMBR,ddb_pd_038,[DDB_PD_038]_[SDT64]_[Fed-batch]_[3h],1,2,26/04/2021,Escherichia coli MS56,SDT64,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,3,,,,,,,,,,PAIRED,ILLUMINA
DDB_0275,DDB_PD_038_AMBR_R6_S07_RNA_seq,DDB_PD_038_AMBR,ddb_pd_038,[DDB_PD_038]_[SDT64]_[Fed-batch]_[3h],2,2,26/04/2021,Escherichia coli MS56,SDT64,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,3,,,,,,,,,,PAIRED,ILLUMINA
DDB_0276,DDB_PD_038_AMBR_R5_S11_RNA_seq,DDB_PD_038_AMBR,ddb_pd_038,[DDB_PD_038]_[SDT64]_[Fed-batch]_[13h],1,2,26/04/2021,Escherichia coli MS56,SDT64,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,13,,,,,,,,,,PAIRED,ILLUMINA
DDB_0277,DDB_PD_038_AMBR_R6_S11_RNA_seq,DDB_PD_038_AMBR,ddb_pd_038,[DDB_PD_038]_[SDT64]_[Fed-batch]_[13h],2,2,26/04/2021,Escherichia coli MS56,SDT64,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,13,,,,,,,,,,PAIRED,ILLUMINA
DDB_0278,DDB_PD_045_AMBR_R17__S1_RNAseq,DDB_PD_045_AMBR,ddb_pd_045,[DDB_PD_045]_[SDT178_del_cra]_[Batch]_[0h],1,2,11/06/2021,Escherichia coli BW25113,SDT178,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0279,DDB_PD_045_AMBR_R18__S1_RNAseq,DDB_PD_045_AMBR,ddb_pd_045,[DDB_PD_045]_[SDT178_del_cra]_[Batch]_[0h],2,2,11/06/2021,Escherichia coli BW25113,SDT178,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0280,DDB_PD_045_AMBR_R13__S1_RNAseq,DDB_PD_045_AMBR,ddb_pd_045,[DDB_PD_045]_[SDT176_del_csgD]_[Batch]_[0h],1,2,11/06/2021,Escherichia coli BW25113,SDT176,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0281,DDB_PD_045_AMBR_R14__S1_RNAseq,DDB_PD_045_AMBR,ddb_pd_045,[DDB_PD_045]_[SDT176_del_csgD]_[Batch]_[0h],2,2,11/06/2021,Escherichia coli BW25113,SDT176,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0282,DDB_PD_045_AMBR_R19__S1_RNAseq,DDB_PD_045_AMBR,ddb_pd_045,[DDB_PD_045]_[SDT179_del_fnr]_[Batch]_[0h],1,2,11/06/2021,Escherichia coli BW25113,SDT179,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0283,DDB_PD_045_AMBR_R20__S1_RNAseq,DDB_PD_045_AMBR,ddb_pd_045,[DDB_PD_045]_[SDT179_del_fnr]_[Batch]_[0h],2,2,11/06/2021,Escherichia coli BW25113,SDT179,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0284,DDB_PD_045_AMBR_R11__S1_RNAseq,DDB_PD_045_AMBR,ddb_pd_045,[DDB_PD_045]_[SDT175_del_fur]_[Batch]_[0h],1,2,11/06/2021,Escherichia coli BW25113,SDT175,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0285,DDB_PD_045_AMBR_R12__S1_RNAseq,DDB_PD_045_AMBR,ddb_pd_045,[DDB_PD_045]_[SDT175_del_fur]_[Batch]_[0h],2,2,11/06/2021,Escherichia coli BW25113,SDT175,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0286,DDB_PD_045_AMBR_R01__S1_RNAseq,DDB_PD_045_AMBR,ddb_pd_045,[DDB_PD_045]_[SDT169_del_nac]_[Batch]_[0h],1,2,11/06/2021,Escherichia coli BW25113,SDT169,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0287,DDB_PD_045_AMBR_R02__S1_RNAseq,DDB_PD_045_AMBR,ddb_pd_045,[DDB_PD_045]_[SDT169_del_nac]_[Batch]_[0h],2,2,11/06/2021,Escherichia coli BW25113,SDT169,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0288,DDB_PD_045_AMBR_R15__S1_RNAseq,DDB_PD_045_AMBR,ddb_pd_045,[DDB_PD_045]_[SDT177_del_proV]_[Batch]_[0h],1,2,11/06/2021,Escherichia coli BW25113,SDT177,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0289,DDB_PD_045_AMBR_R16__S1_RNAseq,DDB_PD_045_AMBR,ddb_pd_045,[DDB_PD_045]_[SDT177_del_proV]_[Batch]_[0h],2,2,11/06/2021,Escherichia coli BW25113,SDT177,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0290,DDB_PD_045_AMBR_R07__S1_RNAseq,DDB_PD_045_AMBR,ddb_pd_045,[DDB_PD_045]_[SDT173_del_prpR]_[Batch]_[0h],1,2,11/06/2021,Escherichia coli BW25113,SDT173,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
