precise_ID,sample_id,study,project,condition,rep_id,Biological Replicates,run_date,Strain Description,Strain,Base Media,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Supplement,Temperature (C),pH,Antibiotic for selection,Culture Type,Time in phase [h],Evolved Sample,Isolate Type,Sequencing Machine,Additional Details,DOI,GEO,Published,SRX,Run,LibraryLayout,Platform
DDB_0147,DDB_PD_005_AMBR_R5__S07_RNAseq,DDB_PD_005_AMBR,ddb_pd_005,[DDB_PD_005]_[DDB15_del_phoB]_[Fed-batch]_[6h],1,3,17/08/2020,Escherichia coli BW25113,DDB15,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,6,,,,,,,,,,PAIRED,ILLUMINA
DDB_0149,DDB_PD_005_AMBR_6__S07_RNAseq,DDB_PD_005_AMBR,ddb_pd_005,[DDB_PD_005]_[DDB15_del_phoB]_[Fed-batch]_[6h],2,3,17/08/2020,Escherichia coli BW25113,DDB15,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,6,,,,,,,,,,PAIRED,ILLUMINA
DDB_0150,DDB_PD_005_AMBR_R5__S10_RNAseq,DDB_PD_005_AMBR,ddb_pd_005,[DDB_PD_005]_[DDB15_del_phoB]_[Fed-batch]_[15h],1,2,17/08/2020,Escherichia coli BW25113,DDB15,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,15,,,,,,,,,,PAIRED,ILLUMINA
DDB_0151,DDB_PD_005_AMBR_R6__S10_RNAseq,DDB_PD_005_AMBR,ddb_pd_005,[DDB_PD_005]_[DDB15_del_phoB]_[Fed-batch]_[15h],2,2,17/08/2020,Escherichia coli BW25113,DDB15,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,15,,,,,,,,,,PAIRED,ILLUMINA
DDB_0152,DDB_PD_005_AMBR_R3__S02_RNAseq,DDB_PD_005_AMBR,ddb_pd_005,[DDB_PD_005]_[DDB12_del_qseB]_[Batch]_[0h],1,2,17/08/2020,Escherichia coli BW25113,DDB12,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0153,DDB_PD_005_AMBR_R4__S02_RNAseq,DDB_PD_005_AMBR,ddb_pd_005,[DDB_PD_005]_[DDB12_del_qseB]_[Batch]_[0h],2,2,17/08/2020,Escherichia coli BW25113,DDB12,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0154,DDB_PD_005_AMBR_R4__S07_RNAseq,DDB_PD_005_AMBR,ddb_pd_005,[DDB_PD_005]_[DDB12_del_qseB]_[Fed-batch]_[6h],2,3,17/08/2020,Escherichia coli BW25113,DDB12,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,6,,,,,,,,,,PAIRED,ILLUMINA
DDB_0155,DDB_PD_005_AMBR_R3__S07_RNAseq,DDB_PD_005_AMBR,ddb_pd_005,[DDB_PD_005]_[DDB12_del_qseB]_[Fed-batch]_[6h],1,3,17/08/2020,Escherichia coli BW25113,DDB12,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,6,,,,,,,,,,PAIRED,ILLUMINA
DDB_0156,DDB_PD_005_AMBR_3__S07_RNAseq,DDB_PD_005_AMBR,ddb_pd_005,[DDB_PD_005]_[DDB12_del_qseB]_[Fed-batch]_[6h],1,3,17/08/2020,Escherichia coli BW25113,DDB12,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,6,,,,,,,,,,PAIRED,ILLUMINA
DDB_0157,DDB_PD_005_AMBR_R4__S10_RNAseq,DDB_PD_005_AMBR,ddb_pd_005,[DDB_PD_005]_[DDB12_del_qseB]_[Fed-batch]_[15h],2,2,17/08/2020,Escherichia coli BW25113,DDB12,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,15,,,,,,,,,,PAIRED,ILLUMINA
DDB_0158,DDB_PD_005_AMBR_R3__S10_RNAseq,DDB_PD_005_AMBR,ddb_pd_005,[DDB_PD_005]_[DDB12_del_qseB]_[Fed-batch]_[15h],1,2,17/08/2020,Escherichia coli BW25113,DDB12,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,15,,,,,,,,,,PAIRED,ILLUMINA
DDB_0159,DDB_PD_006_AMBR_R8__S03_RNAseq,DDB_PD_006_AMBR,ddb_pd_006,[DDB_PD_006]_[DDB32_del_baeR]_[Batch]_[0h],1,2,07/09/2020,Escherichia coli BW25113,DDB32,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0160,DDB_PD_006_AMBR_R9__S03_RNAseq,DDB_PD_006_AMBR,ddb_pd_006,[DDB_PD_006]_[DDB32_del_baeR]_[Batch]_[0h],2,2,07/09/2020,Escherichia coli BW25113,DDB32,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0161,DDB_PD_006_AMBR_R8__S09_RNAseq,DDB_PD_006_AMBR,ddb_pd_006,[DDB_PD_006]_[DDB32_del_baeR]_[Fed-batch]_[6h],1,2,07/09/2020,Escherichia coli BW25113,DDB32,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,6,,,,,,,,,,PAIRED,ILLUMINA
DDB_0162,DDB_PD_006_AMBR_R8__S09_RNAseq2,DDB_PD_006_AMBR,ddb_pd_006,[DDB_PD_006]_[DDB32_del_baeR]_[Fed-batch]_[6h],1,2,07/09/2020,Escherichia coli BW25113,DDB32,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,6,,,,,,,,,,PAIRED,ILLUMINA
DDB_0163,DDB_PD_006_AMBR_R4__S02_RNAseq,DDB_PD_006_AMBR,ddb_pd_006,[DDB_PD_006]_[DDB28_del_lsrB]_[Batch]_[0h],1,2,07/09/2020,Escherichia coli BW25113,DDB28,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0164,DDB_PD_006_AMBR_R5__S02_RNAseq,DDB_PD_006_AMBR,ddb_pd_006,[DDB_PD_006]_[DDB28_del_lsrB]_[Batch]_[0h],2,2,07/09/2020,Escherichia coli BW25113,DDB28,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0165,DDB_PD_006_AMBR_R4__S07_RNAseq,DDB_PD_006_AMBR,ddb_pd_006,[DDB_PD_006]_[DDB28_del_lsrB]_[Fed-batch]_[6h],1,3,07/09/2020,Escherichia coli BW25113,DDB28,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,6,,,,,,,,,,PAIRED,ILLUMINA
DDB_0166,DDB_PD_006_AMBR_R5__S07_RNAseq,DDB_PD_006_AMBR,ddb_pd_006,[DDB_PD_006]_[DDB28_del_lsrB]_[Fed-batch]_[6h],2,3,07/09/2020,Escherichia coli BW25113,DDB28,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,6,,,,,,,,,,PAIRED,ILLUMINA
DDB_0167,DDB_PD_006_AMBR_R5__S07_RNAseq2,DDB_PD_006_AMBR,ddb_pd_006,[DDB_PD_006]_[DDB28_del_lsrB]_[Fed-batch]_[6h],2,3,07/09/2020,Escherichia coli BW25113,DDB28,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,6,,,,,,,,,,PAIRED,ILLUMINA
DDB_0168,DDB_PD_006_AMBR_R4__S10_RNAseq,DDB_PD_006_AMBR,ddb_pd_006,[DDB_PD_006]_[DDB28_del_lsrB]_[Fed-batch]_[15h],1,2,07/09/2020,Escherichia coli BW25113,DDB28,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,15,,,,,,,,,,PAIRED,ILLUMINA
DDB_0169,DDB_PD_006_AMBR_R5__S10_RNAseq,DDB_PD_006_AMBR,ddb_pd_006,[DDB_PD_006]_[DDB28_del_lsrB]_[Fed-batch]_[15h],2,2,07/09/2020,Escherichia coli BW25113,DDB28,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,15,,,,,,,,,,PAIRED,ILLUMINA
DDB_0170,DDB_PD_006_AMBR_R1__S07_RNAseq,DDB_PD_006_AMBR,ddb_pd_006,[DDB_PD_006]_[DDB25_del_lsrR]_[Fed-batch]_[6h],1,2,07/09/2020,Escherichia coli BW25113,DDB25,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,6,,,,,,,,,,PAIRED,ILLUMINA
DDB_0171,DDB_PD_006_AMBR_R2__S07_RNAseq,DDB_PD_006_AMBR,ddb_pd_006,[DDB_PD_006]_[DDB25_del_lsrR]_[Fed-batch]_[6h],2,2,07/09/2020,Escherichia coli BW25113,DDB25,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,6,,,,,,,,,,PAIRED,ILLUMINA
DDB_0172,DDB_PD_006_AMBR_R1__S10_RNAseq,DDB_PD_006_AMBR,ddb_pd_006,[DDB_PD_006]_[DDB25_del_lsrR]_[Fed-batch]_[15h],1,3,07/09/2020,Escherichia coli BW25113,DDB25,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,15,,,,,,,,,,PAIRED,ILLUMINA
DDB_0173,DDB_PD_006_AMBR_R2__S10_RNAseq,DDB_PD_006_AMBR,ddb_pd_006,[DDB_PD_006]_[DDB25_del_lsrR]_[Fed-batch]_[15h],2,3,07/09/2020,Escherichia coli BW25113,DDB25,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,15,,,,,,,,,,PAIRED,ILLUMINA
DDB_0174,DDB_PD_006_AMBR_R2__S10_RNAseq2,DDB_PD_006_AMBR,ddb_pd_006,[DDB_PD_006]_[DDB25_del_lsrR]_[Fed-batch]_[15h],2,3,07/09/2020,Escherichia coli BW25113,DDB25,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,15,,,,,,,,,,PAIRED,ILLUMINA
DDB_0175,DDB_PD_006_AMBR_R6__S03_RNAseq,DDB_PD_006_AMBR,ddb_pd_006,[DDB_PD_006]_[DDB29_del_rpoS]_[Batch]_[0h],1,2,07/09/2020,Escherichia coli BW25113,DDB29,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0176,DDB_PD_006_AMBR_R7__S03_RNAseq,DDB_PD_006_AMBR,ddb_pd_006,[DDB_PD_006]_[DDB29_del_rpoS]_[Batch]_[0h],2,2,07/09/2020,Escherichia coli BW25113,DDB29,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0177,DDB_PD_006_AMBR_R7__S07_RNAseq,DDB_PD_006_AMBR,ddb_pd_006,[DDB_PD_006]_[DDB29_del_rpoS]_[Fed-batch]_[6h],2,4,07/09/2020,Escherichia coli BW25113,DDB29,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,6,,,,,,,,,,PAIRED,ILLUMINA
DDB_0178,DDB_PD_006_AMBR_R7__S07_RNAseq2,DDB_PD_006_AMBR,ddb_pd_006,[DDB_PD_006]_[DDB29_del_rpoS]_[Fed-batch]_[6h],2,4,07/09/2020,Escherichia coli BW25113,DDB29,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,6,,,,,,,,,,PAIRED,ILLUMINA
DDB_0180,DDB_PD_006_AMBR_R6__S07_RNAseq2,DDB_PD_006_AMBR,ddb_pd_006,[DDB_PD_006]_[DDB29_del_rpoS]_[Fed-batch]_[6h],1,4,07/09/2020,Escherichia coli BW25113,DDB29,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,6,,,,,,,,,,PAIRED,ILLUMINA
DDB_0181,DDB_PD_006_AMBR_R7__S10_RNAseq,DDB_PD_006_AMBR,ddb_pd_006,[DDB_PD_006]_[DDB29_del_rpoS]_[Fed-batch]_[15h],2,2,07/09/2020,Escherichia coli BW25113,DDB29,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,15,,,,,,,,,,PAIRED,ILLUMINA
DDB_0182,DDB_PD_006_AMBR_R6__S10_RNAseq,DDB_PD_006_AMBR,ddb_pd_006,[DDB_PD_006]_[DDB29_del_rpoS]_[Fed-batch]_[15h],1,2,07/09/2020,Escherichia coli BW25113,DDB29,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,15,,,,,,,,,,PAIRED,ILLUMINA
DDB_0183,DDB_PD_009_AMBR_R8__S02_RNAseq,DDB_PD_009_AMBR,ddb_pd_009,[DDB_PD_009]_[DDB31_del_arcA]_[Batch]_[0h],1,2,22/09/2020,Escherichia coli BW25113,DDB31,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0184,DDB_PD_009_AMBR_R9__S02_RNAseq,DDB_PD_009_AMBR,ddb_pd_009,[DDB_PD_009]_[DDB31_del_arcA]_[Batch]_[0h],2,2,22/09/2020,Escherichia coli BW25113,DDB31,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0185,DDB_PD_009_AMBR_R8__S07_RNAseq,DDB_PD_009_AMBR,ddb_pd_009,[DDB_PD_009]_[DDB31_del_arcA]_[Fed-batch]_[6h],1,2,22/09/2020,Escherichia coli BW25113,DDB31,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,6,,,,,,,,,,PAIRED,ILLUMINA
DDB_0186,DDB_PD_009_AMBR_R9__S07_RNAseq,DDB_PD_009_AMBR,ddb_pd_009,[DDB_PD_009]_[DDB31_del_arcA]_[Fed-batch]_[6h],2,2,22/09/2020,Escherichia coli BW25113,DDB31,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,6,,,,,,,,,,PAIRED,ILLUMINA
DDB_0187,DDB_PD_009_AMBR_R8__S10_RNA,DDB_PD_009_AMBR,ddb_pd_009,[DDB_PD_009]_[DDB31_del_arcA]_[Fed-batch]_[15h],1,2,22/09/2020,Escherichia coli BW25113,DDB31,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,15,,,,,,,,,,PAIRED,ILLUMINA
DDB_0188,DDB_PD_009_AMBR_R9__S10_RNAseq,DDB_PD_009_AMBR,ddb_pd_009,[DDB_PD_009]_[DDB31_del_arcA]_[Fed-batch]_[15h],2,2,22/09/2020,Escherichia coli BW25113,DDB31,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,15,,,,,,,,,,PAIRED,ILLUMINA
DDB_0189,DDB_PD_009_AMBR_R10__S03_RNAseq,DDB_PD_009_AMBR,ddb_pd_009,[DDB_PD_009]_[DDB32_del_baeR]_[Batch]_[0h],1,2,22/09/2020,Escherichia coli BW25113,DDB32,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0190,DDB_PD_009_AMBR_R11__S03_RNAseq,DDB_PD_009_AMBR,ddb_pd_009,[DDB_PD_009]_[DDB32_del_baeR]_[Batch]_[0h],2,2,22/09/2020,Escherichia coli BW25113,DDB32,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0191,DDB_PD_009_AMBR_R10__S09_RNAseq,DDB_PD_009_AMBR,ddb_pd_009,[DDB_PD_009]_[DDB32_del_baeR]_[Fed-batch]_[8h],1,2,22/09/2020,Escherichia coli BW25113,DDB32,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,8,,,,,,,,,,PAIRED,ILLUMINA
DDB_0192,DDB_PD_009_AMBR_R11__S09_RNAseq,DDB_PD_009_AMBR,ddb_pd_009,[DDB_PD_009]_[DDB32_del_baeR]_[Fed-batch]_[8h],2,2,22/09/2020,Escherichia coli BW25113,DDB32,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,8,,,,,,,,,,PAIRED,ILLUMINA
DDB_0193,DDB_PD_009_AMBR_R11__S11_RNA,DDB_PD_009_AMBR,ddb_pd_009,[DDB_PD_009]_[DDB32_del_baeR]_[Fed-batch]_[16h],2,1,22/09/2020,Escherichia coli BW25113,DDB32,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,16,,,,,,,,,,PAIRED,ILLUMINA
DDB_0194,DDB_PD_009_AMBR_R4__S02_RNAseq,DDB_PD_009_AMBR,ddb_pd_009,[DDB_PD_009]_[DDB27_del_lsrK]_[Batch]_[0h],1,2,22/09/2020,Escherichia coli BW25113,DDB27,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0195,DDB_PD_009_AMBR_R5__S02_RNAseq,DDB_PD_009_AMBR,ddb_pd_009,[DDB_PD_009]_[DDB27_del_lsrK]_[Batch]_[0h],2,2,22/09/2020,Escherichia coli BW25113,DDB27,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0196,DDB_PD_009_AMBR_R4__S07_RNAseq,DDB_PD_009_AMBR,ddb_pd_009,[DDB_PD_009]_[DDB27_del_lsrK]_[Fed-batch]_[6h],1,2,22/09/2020,Escherichia coli BW25113,DDB27,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,6,,,,,,,,,,PAIRED,ILLUMINA
DDB_0197,DDB_PD_009_AMBR_R5__S07_RNAseq,DDB_PD_009_AMBR,ddb_pd_009,[DDB_PD_009]_[DDB27_del_lsrK]_[Fed-batch]_[6h],2,2,22/09/2020,Escherichia coli BW25113,DDB27,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,6,,,,,,,,,,PAIRED,ILLUMINA
DDB_0198,DDB_PD_009_AMBR_R4__S10_RNAseq,DDB_PD_009_AMBR,ddb_pd_009,[DDB_PD_009]_[DDB27_del_lsrK]_[Fed-batch]_[15h],1,3,22/09/2020,Escherichia coli BW25113,DDB27,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,15,,,,,,,,,,PAIRED,ILLUMINA
DDB_0199,DDB_PD_009_AMBR_R5__S10_RNAseq,DDB_PD_009_AMBR,ddb_pd_009,[DDB_PD_009]_[DDB27_del_lsrK]_[Fed-batch]_[15h],2,3,22/09/2020,Escherichia coli BW25113,DDB27,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,15,,,,,,,,,,PAIRED,ILLUMINA
DDB_0200,DDB_PD_009_AMBR_R5__S10_RNAseq2,DDB_PD_009_AMBR,ddb_pd_009,[DDB_PD_009]_[DDB27_del_lsrK]_[Fed-batch]_[15h],2,3,22/09/2020,Escherichia coli BW25113,DDB27,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,15,,,,,,,,,,PAIRED,ILLUMINA
DDB_0201,DDB_PD_009_AMBR_R1__S02_RNAseq,DDB_PD_009_AMBR,ddb_pd_009,[DDB_PD_009]_[DDB26_del_luxS]_[Batch]_[0h],1,2,22/09/2020,Escherichia coli BW25113,DDB26,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0202,DDB_PD_009_AMBR_R2__S02_RNAseq,DDB_PD_009_AMBR,ddb_pd_009,[DDB_PD_009]_[DDB26_del_luxS]_[Batch]_[0h],2,2,22/09/2020,Escherichia coli BW25113,DDB26,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0203,DDB_PD_009_AMBR_R1__S07_RNAseq,DDB_PD_009_AMBR,ddb_pd_009,[DDB_PD_009]_[DDB26_del_luxS]_[Fed-batch]_[6h],1,2,22/09/2020,Escherichia coli BW25113,DDB26,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,6,,,,,,,,,,PAIRED,ILLUMINA
DDB_0204,DDB_PD_009_AMBR_R2__S07_RNAseq,DDB_PD_009_AMBR,ddb_pd_009,[DDB_PD_009]_[DDB26_del_luxS]_[Fed-batch]_[6h],2,2,22/09/2020,Escherichia coli BW25113,DDB26,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,6,,,,,,,,,,PAIRED,ILLUMINA
DDB_0205,DDB_PD_009_AMBR_R1__S10_RNAseq,DDB_PD_009_AMBR,ddb_pd_009,[DDB_PD_009]_[DDB26_del_luxS]_[Fed-batch]_[15h],1,2,22/09/2020,Escherichia coli BW25113,DDB26,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,15,,,,,,,,,,PAIRED,ILLUMINA
DDB_0206,DDB_PD_009_AMBR_R2__S10_RNAseq,DDB_PD_009_AMBR,ddb_pd_009,[DDB_PD_009]_[DDB26_del_luxS]_[Fed-batch]_[15h],2,2,22/09/2020,Escherichia coli BW25113,DDB26,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,15,,,,,,,,,,PAIRED,ILLUMINA
DDB_0208,DDB_PD_009_AMBR_R7__S02_RNAseq,DDB_PD_009_AMBR,ddb_pd_009,[DDB_PD_009]_[DDB30_del_tnaA]_[Batch]_[0h],2,2,22/09/2020,Escherichia coli BW25113,DDB30,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0210,DDB_PD_009_AMBR_R7__S07_RNAseq,DDB_PD_009_AMBR,ddb_pd_009,[DDB_PD_009]_[DDB30_del_tnaA]_[Fed-batch]_[6h],2,2,22/09/2020,Escherichia coli BW25113,DDB30,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,6,,,,,,,,,,PAIRED,ILLUMINA
DDB_0211,DDB_PD_009_AMBR_R6__S10_RNAseq,DDB_PD_009_AMBR,ddb_pd_009,[DDB_PD_009]_[DDB30_del_tnaA]_[Fed-batch]_[15h],1,2,22/09/2020,Escherichia coli BW25113,DDB30,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,15,,,,,,,,,,PAIRED,ILLUMINA
DDB_0212,DDB_PD_009_AMBR_R7__S10_RNA,DDB_PD_009_AMBR,ddb_pd_009,[DDB_PD_009]_[DDB30_del_tnaA]_[Fed-batch]_[15h],2,2,22/09/2020,Escherichia coli BW25113,DDB30,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,15,,,,,,,,,,PAIRED,ILLUMINA
DDB_0213,DDB_PD_019_1L_R28__S05_RNAseq,DDB_PD_019_1L,ddb_pd_019,[DDB_PD_019]_[HMP3427_crash_1L]_[Fed-batch]_[9h],1,1,26/01/2021,Escherichia coli HMP30,HMP3427,DDB_BM_001_Kan,glucose(4),NH4Cl(1),O2,DDB_TM_001_Kan,,30,6.5,,1L,9,,,,,,,,,,PAIRED,ILLUMINA
DDB_0214,DDB_PD_019_1L_R28__S06_RNAseq,DDB_PD_019_1L,ddb_pd_019,[DDB_PD_019]_[HMP3427_crash_1L]_[Fed-batch]_[11h],1,1,26/01/2021,Escherichia coli HMP30,HMP3427,DDB_BM_001_Kan,glucose(4),NH4Cl(1),O2,DDB_TM_001_Kan,,30,6.5,,1L,11,,,,,,,,,,PAIRED,ILLUMINA
DDB_0215,DDB_PD_019_1L_R28__S07_RNAseq,DDB_PD_019_1L,ddb_pd_019,[DDB_PD_019]_[HMP3427_crash_1L]_[Fed-batch]_[13h],1,1,26/01/2021,Escherichia coli HMP30,HMP3427,DDB_BM_001_Kan,glucose(4),NH4Cl(1),O2,DDB_TM_001_Kan,,30,6.5,,1L,13,,,,,,,,,,PAIRED,ILLUMINA
DDB_0216,DDB_PD_019_1L_R28__S08_RNAseq,DDB_PD_019_1L,ddb_pd_019,[DDB_PD_019]_[HMP3427_crash_1L]_[Fed-batch]_[15h],1,1,26/01/2021,Escherichia coli HMP30,HMP3427,DDB_BM_001_Kan,glucose(4),NH4Cl(1),O2,DDB_TM_001_Kan,,30,6.5,,1L,15,,,,,,,,,,PAIRED,ILLUMINA
DDB_0217,DDB_PD_019_1L_R28__S09_RNAseq,DDB_PD_019_1L,ddb_pd_019,[DDB_PD_019]_[HMP3427_crash_1L]_[Fed-batch]_[17h],1,1,26/01/2021,Escherichia coli HMP30,HMP3427,DDB_BM_001_Kan,glucose(4),NH4Cl(1),O2,DDB_TM_001_Kan,,30,6.5,,1L,17,,,,,,,,,,PAIRED,ILLUMINA
DDB_0218,DDB_PD_019_1L_R28__S10_RNAseq,DDB_PD_019_1L,ddb_pd_019,[DDB_PD_019]_[HMP3427_crash_1L]_[Fed-batch]_[20h],1,1,26/01/2021,Escherichia coli HMP30,HMP3427,DDB_BM_001_Kan,glucose(4),NH4Cl(1),O2,DDB_TM_001_Kan,,30,6.5,,1L,20,,,,,,,,,,PAIRED,ILLUMINA
DDB_0219,DDB_PD_022_30L_R40__S03_RNAseq,DDB_PD_022_30L,ddb_pd_022,[DDB_PD_022]_[HMP3427_crash_30L]_[Batch]_[0h],1,1,02/09/2021,Escherichia coli HMP30,HMP3427,DDB_BM_001_Kan,glucose(4),NH4Cl(1),O2,DDB_TM_001_Kan,,30,6.5,,30L,0,,,,,,,,,,PAIRED,ILLUMINA
DDB_0220,DDB_PD_022_30L_R40__S06_RNAseq,DDB_PD_022_30L,ddb_pd_022,[DDB_PD_022]_[HMP3427_crash_30L]_[Fed-batch]_[4h],1,1,02/09/2021,Escherichia coli HMP30,HMP3427,DDB_BM_001_Kan,glucose(4),NH4Cl(1),O2,DDB_TM_001_Kan,,30,6.5,,30L,4,,,,,,,,,,PAIRED,ILLUMINA
