,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
b0025,-0.002618403096385229,0.001348887040016888,0.0017477344623592294,-0.017338123823786297,0.0006949719794493002,0.0007654294808241074,-0.000520056050961519,0.0012876049708655608,0.0022485537290964207,-0.005031314876505168,-0.0002634859938157825,-3.2686059075739714e-05,-0.0002809284917110384,-8.551816632006424e-05,-0.0018474290794948,-0.002299810587912962,-0.0022657314968626504,0.003054469095930121,-0.0006136581296186533,-0.003036509540764146,-0.003002429173562544,-0.0002808644538020359,-0.0028729666036802636,-0.013606154452808706,-0.0004903039667320748,-0.0022944216025300394,-0.002619158952207147,-0.0010791027408279521,-0.003989542917992041,0.0039156824521516765,-0.009473939300011325,0.00036564528366952434,-0.002516069386374653,-0.0015951361245408926,-0.0015173757280752863,0.001444265397261451,0.0022158344892494355,0.007877590977098857,-0.012571937538148586
b0026,0.00024653080169938663,-0.0008095109836356649,-0.0022662709528394444,-0.003259679104648264,0.0011085810461467,-0.002239564699603721,0.001060573704659615,0.00513605574523919,0.000709008759943334,-0.000896839239715994,0.004807537236193277,0.0030427826612600658,0.0027060082679626167,0.0016340996965445028,-0.005735436824831487,-0.0029361426491623897,-0.004406841171354002,0.003256276659334813,-0.0026834692264735764,-0.001103398002386118,0.0074458145819552195,-0.004597290964593742,-0.002576833515332154,-0.022030802858197154,-0.0033355985821056523,-0.002248875606130605,-0.004183309965635387,-0.0017660822079937496,0.0028559515470298297,0.002188292971547553,0.004611560271130823,-0.025394894508184343,-0.002455859747546958,-0.0014482941899177171,0.0020575717346865284,2.80569512500803e-06,0.00610610189197006,-0.0001097871447428922,-0.017482654766032488
b0027,-0.003721968796118243,0.0015628159817071905,0.0016164010650722834,-0.006878890133135845,-0.0024417948070263908,-0.0018457117908593351,0.0021474267766453236,0.006185934100057659,-0.003634533872786791,-0.0024339642182150704,-0.003251565406883406,0.002126748341932101,0.0008214180563672298,0.0013687227144753339,-0.004539826555076764,-0.005340385065905274,-0.004310540890713109,-0.0019650013892247046,0.008975724752819023,-0.0007800925848827009,0.001988601951666348,-0.0022284332948181067,-0.003828389362155309,-0.009544863998731137,0.008622972417081647,-0.0008307595060343458,0.0005555513833919188,-0.002516690628540411,0.00048085622825543744,0.0032332629105585385,-0.0012771559561526597,-0.0010076133442387578,-0.003291602676426114,-0.0005130474611468144,-0.005007083750695843,-0.000954833943748781,0.00638899780629732,-0.0054792314085705595,-0.0072888331237527864
b0028,-0.005385502288025509,-0.00013970115701069177,0.004516432709528817,0.0010663065679705772,-0.0017732521675562784,-0.005348166733239539,0.001667099047922671,0.002231510885452247,-0.000514479171186765,-0.004202286918739721,-0.002013244523761919,0.003209206726380464,-0.0031288113328595568,0.003927189878678486,-0.0032545265860817576,-0.006716193718688719,-0.0008210712313413812,-0.0006213338026076045,0.007457490078922078,-0.003373870980542949,-0.008196200812023444,-0.0007610858599786921,-0.004074851115331317,0.0016239141251480416,0.009738455242283024,-0.00042171051194249263,0.0019243285017883412,-0.003123967379510173,0.0031893600590950887,0.005189862681853222,-0.015848083998188295,-0.022663623873574946,-0.0021491279152999424,-0.000471846535131683,0.001000864052349626,0.0011674526500573994,0.00401193721470105,-0.002795567021235012,0.01216633363592102
b0029,-0.001794813330661128,0.0003923496295393303,0.005468017732407591,-0.0009480742059144287,-0.0010203446791248437,-0.0011578246044236637,-0.0006241871786820509,0.002516537278922047,0.0006991432255191509,-0.005564592952792014,-0.005343144072230435,0.0002806297104794006,-0.002285129564925562,0.00536170313290609,-0.002961581842456487,-0.00600944943238938,-0.002742767899272824,-0.0005299816228190675,0.00411202358219636,-0.004105583649210053,-0.007770844159239685,-0.00031071345914209495,-0.0030180592708375113,-0.0008988949334139615,0.003588442181069393,0.0006795964526401749,-0.001165108221285996,-0.0026375883332461565,-0.0015154949512402442,0.007161618586817164,-0.01776975422499632,-0.000518483720547727,-0.004852593394207406,-0.0014018917145092347,-0.006742079807163307,-0.0011864518870656532,0.004345023359793314,0.0010086527506280773,0.008381178089261112
b0030,0.013848769200748491,0.005218745078652854,0.00028254729990116674,-0.012475276058992124,0.0011734079008975094,-0.003245062407101096,-0.011172448640205314,-0.0020691681939930973,-0.008388895760061915,-0.01501181780127504,-0.007463816813502439,0.004901736449130691,7.952382927552754e-05,0.005289490017144319,-0.0023598674524053214,0.02111031289415217,-0.004719586157403615,0.005567278881437851,0.004396610964591095,-0.010472700410909728,-0.020499010692436547,-0.00096439612808757,-0.0009136246930652911,-0.02513395308915408,-0.006417916970703247,-0.00864165449715833,0.00807759322183329,0.0007949886446367998,-0.012895539824208609,-0.02041638936596315,0.017585102080793998,-0.0029834330687471796,0.00092605023865032,0.052986368916540724,-0.006875102073250188,0.0023657947893003396,0.008144704349061303,0.017819199073492626,0.0012599826637712565
b0031,0.0010033743060367806,0.005972633890363254,0.003991033662867917,0.007106868843446606,0.00012758954946918622,0.009998050818471717,0.009235468035199153,0.012440026712620891,0.009520871473883735,-0.015269709616324376,-0.016213316922042403,0.003983974793996235,-0.00035475657228098987,0.02753519287352951,-0.009655797947313183,0.035582201250291004,-0.004386873020991701,-0.007879122429572312,-0.014329209585925089,0.001973979956006647,0.021224994740838034,-0.0034704631343046083,0.010732071343758944,-0.016954876909480082,-0.004428957332877229,-0.0013850764382379213,-0.009563604092788737,0.004405557583772014,-0.004946335224532309,-0.014756649025617291,0.018962760837451888,-0.002553684404663018,-0.004326304281143085,-0.007674459393614643,-0.005391189253130665,-0.0032573334380241793,0.005158063731285865,0.00812626315339031,0.013059400219215476
b0032,-0.0019730728708966913,0.004559104063554522,-0.009865522887754637,-0.017256197301884615,-0.019299264933718408,-0.028689905879747134,0.0009847409144822712,0.011836211699542288,-0.01784568946877917,-0.005015953717179461,-0.009104692152663862,0.004516717216568535,-0.006603573793279413,0.012804297826917985,-0.035437591272577625,0.09570527918534658,-0.00601192842162725,-0.02386487605400752,-0.020821629498528428,-0.036413359063252645,-0.005670367909247586,0.0032319056520724674,0.0031564664231819254,0.0036425970735203873,-0.0027002399444940833,0.21247052750015688,-0.03473091796865265,-0.032407360292821326,-0.0005922523058903391,0.0021064071212599025,0.01149553100630085,0.006188340116760389,0.005011286255344968,0.001965947099254414,-0.020030904164284897,0.003190848076375798,-0.025663933210689854,-0.01121865402314094,-0.0054793037869977764
b0033,-0.008979511399952168,-0.010880827478437053,0.005896937938537721,-0.006383249551425912,-0.01636338392423057,0.0045292391103849096,0.028769043318580146,0.015121987191778577,-0.0019906888216574396,0.007474711924800863,0.00969267176496165,0.016910617478791298,-0.01270509472059016,0.009724928758363893,-0.045233653695057593,0.0637067912557589,-0.0038221967480532837,-0.020538774741745883,-0.021065011742076433,-0.02982580732889938,-0.01376301583789969,-0.007804392896523072,0.0022464030845259783,0.018980783122664435,-0.00866873341297234,0.20934796566529223,-0.021142193381090062,-0.02291798560933186,0.020820879579876096,-0.026135770001908608,0.008161551837826802,-0.009671945092445074,0.00865391937676658,-0.0076776399226293115,0.0029191488349526807,-0.003011417601012773,0.013163066875515694,0.006235195103672338,0.003991234512175947
b0034,-0.01227880753144653,-0.0009697934504711713,0.020322190344717484,-0.006911420627650429,0.02577087482996958,0.02435195917558055,-0.011590626902883866,-0.009174324511851057,0.0019293360001918414,-0.01425667814291475,0.006886025412960335,0.026281759929208545,-0.0023271085710372588,-0.007032062898777319,0.009060350342705527,0.029868562490845216,-0.0029225221707041334,-0.01775289595837106,-0.027278296638854997,0.02364577080051405,-0.0130592374771623,-0.016591481054309857,-0.012646322696095178,-0.009508766962715536,-0.014925853832554343,0.07464324243223168,-0.027839151552411498,-0.02422276560746557,0.003186270395325531,0.013552479043276548,0.046839937998602955,0.0456385151438376,-0.018267503070159532,0.0035690635916529544,0.006998175306825092,-0.031690475251091865,-0.009528552122161584,0.025874189169089692,-0.02142533232930835
b0035,-0.0038040296991237073,-0.002730854909076325,-0.003742006528603942,0.006352988816236781,-0.00048036579273534315,0.011228521470633761,0.004335347687414835,-0.002870625121112637,0.006541522781280801,-0.009441651672094329,0.004956942477117769,0.021005376262537998,0.0021941952534855107,-0.012033183389779505,6.684461063817418e-05,-0.007416598933221111,-0.0037587977876086614,-0.0012397435621381552,-0.007482642910474464,0.0007690780091905556,-0.0035688094019765667,-0.006539880942372388,-0.003974641779977793,0.00399766057715117,-0.0033357726510010732,0.00389492632583926,0.008114747355908414,-0.0048274039105093485,-0.00258843378019897,0.01085697145148639,0.0008506182911715536,0.0009726565117245156,0.00016106293231957398,-0.002318579063698831,0.00368569271162927,0.0009537552717005103,-0.0022968434559672572,0.0042856642083705454,-0.014150499440906317
b0036,-8.897003994678457e-06,-0.018942713880733552,-0.0002116850833546631,0.008668230265878329,0.00014290613328860223,-0.004674700268209322,0.000649253115653923,2.145019234238678e-05,0.0024118782143118054,-0.011177014972352113,0.0024371059354236307,0.004157964753217827,0.0015722881940916644,-0.002279135704288665,0.0004065176561497521,-0.0030328335578377365,-0.0010883305256444472,-0.0011800666978186852,0.004318720820553892,0.0008073130236550468,-0.0024919992618038095,-0.006759102866901448,-0.001470023237980858,0.0029550358931708476,-0.002637016235416151,0.003540575863754772,0.009784123424249627,-0.0004284442845231548,0.0008686070969722585,-0.001256994293835659,0.0038948009340594564,0.005148605925492908,-0.0006299186805588288,0.0006788559402805872,0.005331669467423727,0.0027503577496247795,-0.0006595153564667467,0.0021851047900386246,-0.006060611728112907
b0037,-0.006313734711764577,0.0004906769728809817,-0.0069921781224051025,-0.011821061374965499,0.0013034151452146914,-0.00112616796679562,-0.009621291030547626,0.007867349185788748,-0.0032667208737365543,-0.007602681797795582,-0.003078025546740512,0.010575878478351857,0.004001083634272622,-0.0053219829298933475,-0.0021145314984760384,0.004544612165989805,-0.005237381785066688,-0.013410336164337271,0.007907699068504269,0.00034489665762079823,0.0016004425041878884,-0.0033492620050814747,-0.004045430442821289,-0.00040196944363433143,0.0004446600219137397,0.002409180478519374,-0.0007366877377886769,-0.0005811054971829839,-0.0013034762626056525,0.01230947925918605,-0.000747952396610564,0.00985769408742296,-0.0036945710683367176,-0.0005104432638617783,-0.0048473861922919345,-0.0018086287979460682,0.0006400726179367199,0.0025545323732117436,-0.009273601874735945
